55.0,64.5,58.0,56.5,57.0,1,58.200000000000003
60.0,74.0,70.0,68.5,99.0,2,74.299999999999997
105.0,96.0,87.0,90.0,115.5,3,98.700000000000003
133.5,109.5,83.5,117.0,123.5,4,113.40000000000001
131.5,108.5,83.5,150.5,137.0,5,122.2
160.5,130.0,109.5,166.0,152.0,6,143.59999999999999
153.0,145.0,120.0,167.0,154.5,7,147.90000000000001
179.0,176.5,151.5,172.0,176.5,8,171.09999999999999
184.5,241.5,176.0,196.5,155.0,9,190.69999999999999
189.5,244.5,189.0,197.5,190.5,10,202.19999999999999
193.0,235.0,217.5,201.5,186.0,11,206.59999999999999
216.5,217.0,253.5,168.0,169.0,12,204.80000000000001
192.0,203.0,209.0,182.0,177.5,13,192.69999999999999
266.5,256.0,256.0,194.0,180.5,14,230.59999999999999
227.5,224.5,309.5,213.0,180.5,15,231.0
241.0,287.5,288.0,213.0,173.5,16,240.59999999999999
212.5,219.5,288.5,190.0,162.5,17,214.59999999999999
234.0,222.0,298.5,196.0,171.5,18,224.40000000000001
291.0,269.0,304.5,171.5,150.5,19,237.30000000000001
243.0,269.0,297.5,185.0,159.0,20,230.69999999999999
318.0,238.0,368.0,180.5,177.5,21,256.39999999999998
251.0,228.0,353.5,169.5,156.5,22,231.69999999999999
219.5,237.0,407.0,145.0,178.0,23,237.30000000000001
215.0,303.0,309.0,131.5,168.0,24,225.30000000000001
266.5,220.5,274.0,139.5,151.0,25,210.30000000000001
186.0,246.5,397.0,134.0,133.0,26,219.30000000000001
161.5,232.5,467.0,155.0,144.0,27,232.0
103.0,229.0,446.5,145.5,144.5,28,213.69999999999999
122.0,206.5,474.5,137.5,173.5,29,222.80000000000001
105.5,238.5,429.0,134.0,156.0,30,212.59999999999999
120.0,257.5,473.0,125.5,153.5,31,225.90000000000001
119.0,254.5,515.0,159.5,179.5,32,245.5
134.0,259.0,468.0,226.0,177.0,33,252.80000000000001
139.0,287.0,475.0,223.0,195.0,34,263.80000000000001
186.0,280.5,459.0,211.0,222.5,35,271.80000000000001
207.0,298.5,453.5,228.0,143.5,36,266.10000000000002
244.5,252.5,529.0,246.0,174.0,37,289.19999999999999
311.5,304.5,496.0,223.5,202.5,38,307.60000000000002
310.5,325.5,642.5,215.0,151.0,39,328.89999999999998
333.5,288.0,654.5,254.5,154.5,40,337.0
361.0,294.0,621.5,276.0,115.0,41,333.5
362.0,307.0,612.5,261.0,113.5,42,331.19999999999999
351.5,314.5,693.0,280.5,121.0,43,352.10000000000002
343.5,375.0,580.5,249.0,124.5,44,334.5
294.5,392.0,692.0,249.5,145.0,45,354.60000000000002
395.5,362.5,669.5,260.5,137.0,46,365.0
361.5,354.0,569.0,224.5,130.0,47,327.80000000000001
389.5,348.0,632.0,223.0,146.0,48,347.69999999999999
408.5,360.0,521.5,273.5,144.0,49,341.5
363.5,331.5,664.0,168.0,205.0,50,346.39999999999998
380.0,340.5,633.0,268.0,165.5,51,357.39999999999998
360.5,348.5,597.0,198.5,166.5,52,334.19999999999999
484.0,317.0,634.5,190.0,164.5,53,358.0
369.5,264.0,610.5,199.5,155.0,54,319.69999999999999
402.5,316.5,608.0,244.0,146.5,55,343.5
422.0,312.5,505.0,224.0,145.5,56,321.80000000000001
423.5,375.5,678.5,193.5,146.5,57,363.5
355.5,427.5,667.5,238.0,159.5,58,369.60000000000002
359.5,352.0,680.0,238.5,176.5,59,361.30000000000001
450.5,295.0,628.0,239.0,191.0,60,360.69999999999999
386.0,359.5,633.0,208.0,187.5,61,354.80000000000001
419.5,337.5,620.5,254.5,212.5,62,368.89999999999998
340.5,319.5,613.5,155.5,191.5,63,324.10000000000002
399.0,317.0,610.0,164.5,182.0,64,334.5
340.0,386.5,621.0,205.0,204.5,65,351.39999999999998
359.5,344.0,665.5,223.0,197.5,66,357.89999999999998
414.5,338.0,620.5,196.0,219.5,67,357.69999999999999
400.5,357.0,636.0,186.0,187.5,68,353.39999999999998
366.5,357.5,624.5,196.5,217.0,69,352.39999999999998
312.0,357.5,633.5,193.5,236.5,70,346.60000000000002
443.0,344.0,630.5,193.5,202.0,71,362.60000000000002
327.5,353.0,596.0,199.5,221.0,72,339.39999999999998
399.0,325.5,613.5,179.0,195.5,73,342.5
372.0,314.5,634.5,200.5,217.0,74,347.69999999999999
384.0,375.5,619.5,202.5,176.0,75,351.5
377.0,368.0,601.0,234.5,231.0,76,362.30000000000001
444.0,332.5,647.0,247.5,222.5,77,378.69999999999999
393.0,373.5,606.0,269.5,208.5,78,370.10000000000002
457.5,305.0,649.5,335.0,277.5,79,404.89999999999998
351.0,383.0,606.0,276.5,233.5,80,370.0
355.0,340.0,615.5,250.5,248.0,81,361.80000000000001
360.0,315.5,589.5,269.5,181.0,82,343.10000000000002
358.0,305.0,665.5,249.0,166.5,83,348.80000000000001
375.0,309.0,627.0,218.5,151.5,84,336.19999999999999
347.5,391.5,679.5,237.5,170.0,85,365.19999999999999
346.5,375.0,631.5,302.5,198.0,86,370.69999999999999
411.0,317.0,644.5,288.0,190.5,87,370.19999999999999
423.5,356.5,601.0,235.0,171.0,88,357.39999999999998
386.0,323.0,672.0,244.5,184.0,89,361.89999999999998
373.5,330.0,571.5,292.5,173.5,90,348.19999999999999
356.5,364.5,630.0,281.0,168.0,91,360.0
358.0,308.0,589.0,297.0,164.0,92,343.19999999999999
365.5,328.0,672.0,281.0,185.0,93,366.30000000000001
365.5,306.5,634.5,237.5,197.5,94,348.30000000000001
410.5,320.5,632.0,235.0,220.5,95,363.69999999999999
377.0,306.0,632.0,192.5,161.5,96,333.80000000000001
395.0,358.0,663.5,231.5,170.5,97,363.69999999999999
405.5,374.0,614.5,244.0,150.5,98,357.69999999999999
369.5,279.0,673.5,196.0,184.5,99,340.5
439.0,227.0,564.0,272.5,186.5,100,337.80000000000001
368.5,295.5,693.0,235.0,175.5,101,353.5
272.0,283.5,669.0,255.0,194.5,102,334.80000000000001
383.0,305.5,657.5,236.0,208.5,103,358.10000000000002
427.5,300.0,591.5,247.5,170.5,104,347.39999999999998
422.5,314.0,602.5,225.5,210.0,105,354.89999999999998
409.5,292.0,597.0,249.5,154.5,106,340.5
355.5,319.5,595.0,215.0,186.5,107,334.30000000000001
380.0,324.5,557.0,228.5,150.0,108,328.0
420.0,272.5,610.0,245.0,165.5,109,342.60000000000002
483.5,285.5,647.0,216.0,173.5,110,361.10000000000002
441.5,306.0,657.0,240.0,150.5,111,359.0
452.5,301.0,621.0,296.0,197.5,112,373.60000000000002
476.0,312.5,651.5,257.5,190.0,113,377.5
435.0,340.5,674.0,275.5,220.0,114,389.0
469.0,297.5,602.0,253.5,253.0,115,375.0
458.5,353.5,662.5,276.5,276.5,116,405.5
548.5,314.5,624.0,207.0,247.0,117,388.19999999999999
529.0,341.5,619.5,246.5,252.0,118,397.69999999999999
564.0,362.5,592.0,265.5,259.0,119,408.60000000000002
564.5,408.0,594.0,265.0,289.0,120,424.10000000000002
548.5,356.0,600.5,235.0,267.5,121,401.5
547.0,386.5,612.0,285.0,260.0,122,418.10000000000002
510.5,300.5,667.5,307.0,233.0,123,403.69999999999999
546.0,348.5,651.5,238.0,253.0,124,407.39999999999998
515.0,321.0,657.0,241.5,302.5,125,407.39999999999998
576.5,350.5,615.0,243.0,254.0,126,407.80000000000001
479.0,362.5,618.0,230.0,272.5,127,392.39999999999998
509.5,312.5,674.0,215.0,228.5,128,387.89999999999998
510.5,397.5,568.5,231.0,255.5,129,392.60000000000002
552.5,356.5,660.0,297.5,278.0,130,428.89999999999998
532.0,323.5,663.0,267.5,285.0,131,414.19999999999999
608.0,367.5,642.0,251.0,264.0,132,426.5
531.5,345.0,632.5,254.0,258.5,133,404.30000000000001
517.5,316.5,618.5,267.0,287.5,134,401.39999999999998
582.0,360.5,647.5,229.5,285.5,135,421.0
552.5,378.0,629.0,245.5,292.5,136,419.5
525.5,340.0,669.5,234.0,272.0,137,408.19999999999999
578.0,381.5,592.5,231.5,274.5,138,411.60000000000002
478.5,340.5,587.5,274.0,290.0,139,394.10000000000002
503.5,337.5,622.0,247.0,235.5,140,389.10000000000002
545.0,370.0,622.5,229.0,230.5,141,399.39999999999998
468.5,303.0,627.5,256.5,251.0,142,381.30000000000001
616.5,328.0,673.0,214.0,236.5,143,413.60000000000002
556.5,400.0,718.0,255.0,265.0,144,438.89999999999998
499.0,343.0,652.5,292.0,226.0,145,402.5
419.5,367.5,621.0,256.5,258.0,146,384.5
549.0,356.5,672.5,260.5,224.0,147,412.5
560.5,394.5,656.0,328.0,231.0,148,434.0
499.5,338.0,589.5,220.5,316.0,149,392.69999999999999
534.0,315.0,645.5,274.5,239.5,150,401.69999999999999
606.0,327.0,641.5,278.5,187.0,151,408.0
505.5,305.0,561.5,228.0,207.5,152,361.5
484.5,332.0,637.5,261.5,211.0,153,385.30000000000001
562.0,338.0,624.5,242.5,228.0,154,399.0
567.5,321.5,573.5,271.5,246.5,155,396.10000000000002
465.0,281.0,613.5,233.5,234.5,156,365.5
586.5,270.5,679.0,260.0,255.5,157,410.30000000000001
531.0,325.5,604.0,236.0,229.5,158,385.19999999999999
504.0,290.5,688.0,257.5,307.0,159,409.39999999999998
562.0,336.0,616.0,232.0,254.5,160,400.10000000000002
525.5,366.0,688.0,274.0,226.0,161,415.89999999999998
491.0,351.5,594.5,290.5,259.5,162,397.39999999999998
588.5,334.5,649.5,253.0,250.5,163,415.19999999999999
571.0,360.0,647.0,230.0,287.5,164,419.10000000000002
579.5,399.5,665.5,239.5,229.5,165,422.69999999999999
489.5,396.5,571.5,223.0,250.0,166,386.10000000000002
570.5,360.5,621.5,244.0,293.0,167,417.89999999999998
610.5,326.0,618.5,217.0,267.0,168,407.80000000000001
574.5,303.0,638.5,243.0,229.5,169,397.69999999999999
547.0,368.5,625.5,247.0,237.5,170,405.10000000000002
503.0,363.5,634.0,217.5,255.5,171,394.69999999999999
514.0,376.0,647.5,256.5,280.5,172,414.89999999999998
552.0,313.5,601.0,292.0,243.5,173,400.39999999999998
611.0,330.5,631.5,260.5,276.0,174,421.89999999999998
542.0,341.5,629.5,217.5,241.0,175,394.30000000000001
494.0,401.5,613.0,256.0,241.0,176,401.10000000000002
515.5,364.0,635.5,220.0,249.5,177,396.89999999999998
542.0,322.5,680.0,265.5,191.0,178,400.19999999999999
503.5,325.5,570.0,252.5,202.0,179,370.69999999999999
545.0,301.5,641.5,262.5,247.0,180,399.5
562.0,386.5,642.0,222.5,231.0,181,408.80000000000001
565.0,338.5,664.0,253.5,253.5,182,414.89999999999998
490.0,342.5,571.5,226.0,250.5,183,376.10000000000002
511.5,271.5,626.0,280.0,272.0,184,392.19999999999999
602.5,329.0,632.0,251.0,239.0,185,410.69999999999999
576.5,335.5,631.0,248.0,215.5,186,401.30000000000001
519.0,345.0,655.5,258.5,222.0,187,400.0
574.0,376.5,643.0,211.5,280.5,188,417.10000000000002
498.0,353.0,652.0,247.5,257.5,189,401.60000000000002
602.0,317.0,672.5,252.5,241.5,190,417.10000000000002
480.0,385.5,593.5,291.0,262.0,191,402.39999999999998
600.5,401.0,642.0,239.5,240.0,192,424.60000000000002
525.0,343.5,581.0,250.5,215.0,193,383.0
509.0,248.5,627.0,292.0,213.0,194,377.89999999999998
599.5,275.0,660.5,315.0,196.0,195,409.19999999999999
567.5,300.5,545.0,210.0,221.5,196,368.89999999999998
488.0,320.5,678.5,232.0,242.5,197,392.30000000000001
577.5,351.0,649.0,219.5,207.0,198,400.80000000000001
502.0,260.5,671.0,245.5,227.5,199,381.30000000000001
492.5,354.0,628.0,256.0,211.0,200,388.30000000000001
529.0,325.5,601.0,273.5,224.5,201,390.69999999999999
511.0,323.0,656.5,238.5,177.5,202,381.30000000000001
567.0,337.5,646.0,214.0,190.0,203,390.89999999999998
604.5,356.0,657.5,193.0,215.5,204,405.30000000000001
539.0,354.0,616.0,181.0,229.0,205,383.80000000000001
459.0,319.0,620.5,219.0,239.5,206,371.39999999999998
489.5,342.0,616.0,253.5,270.5,207,394.30000000000001
562.5,324.0,602.0,184.5,270.5,208,388.69999999999999
547.5,396.5,641.0,216.0,269.0,209,414.0
493.5,360.5,622.5,239.0,246.5,210,392.39999999999998
496.5,237.0,606.0,207.5,229.5,211,355.30000000000001
573.0,335.0,640.5,219.5,241.0,212,401.80000000000001
470.5,371.5,619.5,274.5,267.0,213,400.60000000000002
551.5,316.0,568.0,249.5,245.5,214,386.10000000000002
572.0,301.5,587.0,240.0,241.0,215,388.30000000000001
546.0,312.0,661.0,248.0,255.0,216,404.39999999999998
564.0,366.0,612.5,191.5,262.0,217,399.19999999999999
526.0,321.5,599.0,200.5,263.5,218,382.10000000000002
509.5,321.5,600.0,311.0,225.5,219,393.5
468.0,298.0,579.0,245.5,280.0,220,374.10000000000002
546.5,230.5,595.5,231.0,331.5,221,387.0
506.0,235.5,674.5,269.5,254.0,222,387.89999999999998
529.0,296.5,558.5,221.5,238.0,223,368.69999999999999
532.0,363.5,632.0,263.0,222.5,224,402.60000000000002
487.0,352.5,606.5,254.0,217.0,225,383.39999999999998
510.5,296.5,650.5,231.0,223.5,226,382.39999999999998
528.5,273.0,598.0,275.5,236.0,227,382.19999999999999
469.5,322.5,638.5,307.5,249.0,228,397.39999999999998
523.0,366.5,641.0,224.0,199.5,229,390.80000000000001
525.0,330.5,669.5,251.5,242.5,230,403.80000000000001
583.5,331.0,653.5,251.0,203.5,231,404.5
516.5,320.0,610.0,277.5,242.0,232,393.19999999999999
489.0,331.0,621.0,230.5,236.0,233,381.5
558.0,351.0,665.0,221.0,240.0,234,407.0
549.5,336.0,655.0,223.5,267.5,235,406.30000000000001
581.0,308.5,626.5,264.0,254.0,236,406.80000000000001
531.0,321.5,624.5,235.0,221.0,237,386.60000000000002
567.5,337.0,591.5,226.5,205.5,238,385.60000000000002
600.0,308.5,618.5,238.5,214.0,239,395.89999999999998
582.0,330.5,571.5,252.5,218.0,240,390.89999999999998
507.5,359.5,664.5,241.5,211.5,241,396.89999999999998
509.5,314.0,630.0,219.5,223.5,242,379.30000000000001
539.5,300.5,611.5,240.0,266.5,243,391.60000000000002
522.0,379.0,571.0,328.5,246.5,244,409.39999999999998
535.0,330.5,647.0,273.0,225.5,245,402.19999999999999
584.0,370.5,558.5,236.0,238.5,246,397.5
535.0,247.0,654.5,229.0,213.0,247,375.69999999999999
483.5,347.0,688.0,284.5,222.0,248,405.0
507.0,316.0,614.5,258.5,228.5,249,384.89999999999998
513.0,323.0,651.5,306.5,224.5,250,403.69999999999999
